Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","01354","Strawberries","2021","2021","1000 USD","9018729","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","01802","Sugar cane","2021","2021","1000 USD","36450915","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","01445","Sunflower seed","2021","2021","1000 USD","3798930","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","01550","Taro","2021","2021","1000 USD","1184930","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","01234","Tomatoes","2021","2021","1000 USD","35526032","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","01376","Walnuts, in shell","2021","2021","1000 USD","2438273","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","01221","Watermelons","2021","2021","1000 USD","32408209","E","Estimated value"
"QV","Value of Agricultural Production","156","China, mainland","57","Gross Production Value (current thousand US$)","0111","Wheat","2021","2021","1000 USD","55070242","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01341","Apples","2021","2021","1000 USD","24976","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01311","Avocados","2021","2021","1000 USD","1388053","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01312","Bananas","2021","2021","1000 USD","1151835","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01701","Beans, dry","2021","2021","1000 USD","166571","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01243","Broad beans and horse beans, green","2021","2021","1000 USD","17004","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01212","Cabbages","2021","2021","1000 USD","22979","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2021","2021","1000 USD","40887","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2021","2021","1000 USD","130227","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01520.01","Cassava, fresh","2021","2021","1000 USD","347638","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2021","2021","1000 USD","19554","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01703","Chick peas, dry","2021","2021","1000 USD","141","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01460","Coconuts, in shell","2021","2021","1000 USD","159924","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01610","Coffee, green","2021","2021","1000 USD","2519349","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2021","2021","1000 USD","19993","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2021","2021","1000 USD","10094","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01315","Figs","2021","2021","1000 USD","4530","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01330","Grapes","2021","2021","1000 USD","29926","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01252","Green garlic","2021","2021","1000 USD","15214","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2021","2021","1000 USD","2054247","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01322","Lemons and limes","2021","2021","1000 USD","272292","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01704","Lentils, dry","2021","2021","1000 USD","1565","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2021","2021","1000 USD","50964","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","727617","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2021","2021","1000 USD","523557","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","1000 USD","2468530","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2021","2021","1000 USD","2721128","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","1000 USD","1466095","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2021","2021","1000 USD","8502744","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","1000 USD","191738","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01323","Oranges","2021","2021","1000 USD","115850","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01317","Papayas","2021","2021","1000 USD","94855","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01345","Peaches and nectarines","2021","2021","1000 USD","34241","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01342.01","Pears","2021","2021","1000 USD","58733","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01705","Peas, dry","2021","2021","1000 USD","27870","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01318","Pineapples","2021","2021","1000 USD","377171","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01346","Plums and sloes","2021","2021","1000 USD","9222","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01510","Potatoes","2021","2021","1000 USD","886481","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01235","Pumpkins, squash and gourds","2021","2021","1000 USD","23666","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","0113","Rice","2021","2021","1000 USD","2087676","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01215","Spinach","2021","2021","1000 USD","2705","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01354","Strawberries","2021","2021","1000 USD","164703","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01802","Sugar cane","2021","2021","1000 USD","18129005","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01324","Tangerines, mandarins, clementines","2021","2021","1000 USD","214444","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01234","Tomatoes","2021","2021","1000 USD","447804","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01221","Watermelons","2021","2021","1000 USD","78890","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","0111","Wheat","2021","2021","1000 USD","4088","E","Estimated value"
"QV","Value of Agricultural Production","170","Colombia","57","Gross Production Value (current thousand US$)","01540","Yams","2021","2021","1000 USD","158428","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01701","Beans, dry","2021","2021","1000 USD","16025","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2021","2021","1000 USD","9888","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01520.01","Cassava, fresh","2021","2021","1000 USD","27761","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2021","2021","1000 USD","441","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2021","2021","1000 USD","624","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2021","2021","1000 USD","169","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","1000 USD","53653","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01317","Papayas","2021","2021","1000 USD","30968","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01313","Plantains and cooking bananas","2021","2021","1000 USD","11908","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01510","Potatoes","2021","2021","1000 USD","71633","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","0113","Rice","2021","2021","1000 USD","76816","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01234","Tomatoes","2021","2021","1000 USD","51868","E","Estimated value"
"QV","Value of Agricultural Production","188","Costa Rica","57","Gross Production Value (current thousand US$)","01221","Watermelons","2021","2021","1000 USD","25609","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01341","Apples","2021","2021","1000 USD","28153","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01343","Apricots","2021","2021","1000 USD","154","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","0115","Barley","2021","2021","1000 USD","61095","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01212","Cabbages","2021","2021","1000 USD","9954","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2021","2021","1000 USD","1033","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2021","2021","1000 USD","2847","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2021","2021","1000 USD","2463","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2021","2021","1000 USD","1581","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","1000 USD","9268","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2021","2021","1000 USD","6222","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01315","Figs","2021","2021","1000 USD","1637","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01330","Grapes","2021","2021","1000 USD","102232","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01252","Green garlic","2021","2021","1000 USD","11382","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01374","Hazelnuts, in shell","2021","2021","1000 USD","5762","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2021","2021","1000 USD","66153","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2021","2021","1000 USD","1704","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01322","Lemons and limes","2021","2021","1000 USD","320","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2021","2021","1000 USD","3526","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","537974","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","02910","Natural honey","2021","2021","1000 USD","29800","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","0117","Oats","2021","2021","1000 USD","9818","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01450","Olives","2021","2021","1000 USD","30522","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","1000 USD","5673","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01323","Oranges","2021","2021","1000 USD","368","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01241.90","Other beans, green","2021","2021","1000 USD","6704","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01345","Peaches and nectarines","2021","2021","1000 USD","3965","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01342.01","Pears","2021","2021","1000 USD","2275","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01242","Peas, green","2021","2021","1000 USD","1129","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01346","Plums and sloes","2021","2021","1000 USD","2880","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01510","Potatoes","2021","2021","1000 USD","30044","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01443","Rape or colza seed","2021","2021","1000 USD","43976","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","02211","Raw milk of cattle","2021","2021","1000 USD","223632","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","02292","Raw milk of goats","2021","2021","1000 USD","5102","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","02291","Raw milk of sheep","2021","2021","1000 USD","8139","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","0116","Rye","2021","2021","1000 USD","431","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01344.01","Sour cherries","2021","2021","1000 USD","2599","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","0141","Soya beans","2021","2021","1000 USD","150443","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01354","Strawberries","2021","2021","1000 USD","6716","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01801","Sugar beet","2021","2021","1000 USD","27906","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01445","Sunflower seed","2021","2021","1000 USD","75994","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01324","Tangerines, mandarins, clementines","2021","2021","1000 USD","18003","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01234","Tomatoes","2021","2021","1000 USD","12026","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01191","Triticale","2021","2021","1000 USD","8264","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01970","Unmanufactured tobacco","2021","2021","1000 USD","16354","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01376","Walnuts, in shell","2021","2021","1000 USD","571","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","01221","Watermelons","2021","2021","1000 USD","5829","E","Estimated value"
"QV","Value of Agricultural Production","191","Croatia","57","Gross Production Value (current thousand US$)","0111","Wheat","2021","2021","1000 USD","211981","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2021","2021","1000 USD","472","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01341","Apples","2021","2021","1000 USD","2579","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01343","Apricots","2021","2021","1000 USD","1197","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01216","Artichokes","2021","2021","1000 USD","702","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01311","Avocados","2021","2021","1000 USD","2231","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01312","Bananas","2021","2021","1000 USD","2494","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","0115","Barley","2021","2021","1000 USD","6709","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01702","Broad beans and horse beans, dry","2021","2021","1000 USD","258","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01243","Broad beans and horse beans, green","2021","2021","1000 USD","2944","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01212","Cabbages","2021","2021","1000 USD","1564","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2021","2021","1000 USD","4384","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2021","2021","1000 USD","918","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2021","2021","1000 USD","1037","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","1000 USD","1212","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2021","2021","1000 USD","6790","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2021","2021","1000 USD","1024","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01315","Figs","2021","2021","1000 USD","4162","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01330","Grapes","2021","2021","1000 USD","11479","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01374","Hazelnuts, in shell","2021","2021","1000 USD","76","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2021","2021","1000 USD","17804","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01352","Kiwi fruit","2021","2021","1000 USD","99","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01322","Lemons and limes","2021","2021","1000 USD","2288","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2021","2021","1000 USD","2664","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","1000 USD","17696","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2021","2021","1000 USD","79520","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2021","2021","1000 USD","13969","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","1000 USD","97760","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","21114","Meat of rabbits and hares, fresh or chilled","2021","2021","1000 USD","3862","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","21115","Meat of sheep, fresh or chilled","2021","2021","1000 USD","13339","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01270","Mushrooms and truffles","2021","2021","1000 USD","3491","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","0117","Oats","2021","2021","1000 USD","132","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01450","Olives","2021","2021","1000 USD","10998","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","1000 USD","1907","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01323","Oranges","2021","2021","1000 USD","6914","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01241.90","Other beans, green","2021","2021","1000 USD","3796","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01709.90","Other pulses n.e.c.","2021","2021","1000 USD","268","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01319","Other tropical fruits, n.e.c.","2021","2021","1000 USD","1875","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2021","2021","1000 USD","320","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01345","Peaches and nectarines","2021","2021","1000 USD","3047","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01342.01","Pears","2021","2021","1000 USD","636","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01242","Peas, green","2021","2021","1000 USD","1861","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01346","Plums and sloes","2021","2021","1000 USD","2471","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01321","Pomelos and grapefruits","2021","2021","1000 USD","4504","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01510","Potatoes","2021","2021","1000 USD","35391","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01235","Pumpkins, squash and gourds","2021","2021","1000 USD","2438","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","02211","Raw milk of cattle","2021","2021","1000 USD","204274","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","02292","Raw milk of goats","2021","2021","1000 USD","31301","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","02291","Raw milk of sheep","2021","2021","1000 USD","55385","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01215","Spinach","2021","2021","1000 USD","690","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01354","Strawberries","2021","2021","1000 USD","3431","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01324","Tangerines, mandarins, clementines","2021","2021","1000 USD","6912","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01234","Tomatoes","2021","2021","1000 USD","14605","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01191","Triticale","2021","2021","1000 USD","385","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01376","Walnuts, in shell","2021","2021","1000 USD","1053","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","01221","Watermelons","2021","2021","1000 USD","5009","E","Estimated value"
"QV","Value of Agricultural Production","196","Cyprus","57","Gross Production Value (current thousand US$)","0111","Wheat","2021","2021","1000 USD","8556","E","Estimated value"
"QV","Value of Agricultural Production","203","Czechia","57","Gross Production Value (current thousand US$)","01341","Apples","2021","2021","1000 USD","51526","E","Estimated value"
"QV","Value of Agricultural Production","203","Czechia","57","Gross Production Value (current thousand US$)","01343","Apricots","2021","2021","1000 USD","2053","E","Estimated value"
"QV","Value of Agricultural Production","203","Czechia","57","Gross Production Value (current thousand US$)","0115","Barley","2021","2021","1000 USD","371183","E","Estimated value"
"QV","Value of Agricultural Production","203","Czechia","57","Gross Production Value (current thousand US$)","01212","Cabbages","2021","2021","1000 USD","16722","E","Estimated value"
"QV","Value of Agricultural Production","203","Czechia","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2021","2021","1000 USD","13566","E","Estimated value"
"QV","Value of Agricultural Production","203","Czechia","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2021","2021","1000 USD","4815","E","Estimated value"
"QV","Value of Agricultural Production","203","Czechia","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2021","2021","1000 USD","3086","E","Estimated value"
"QV","Value of Agricultural Production","203","Czechia","57","Gross Production Value (current thousand US$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","1000 USD","11740","E","Estimated value"
"QV","Value of Agricultural Production","203","Czechia","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2021","2021","1000 USD","16502","E","Estimated value"
"QV","Value of Agricultural Production","203","Czechia","57","Gross Production Value (current thousand US$)","01252","Green garlic","2021","2021","1000 USD","6997","E","Estimated value"
